标题,总价（万）,单价,小区,区域,房间数,大小,朝向,建造时间,标签,城市
房源采光好 南北通透 业主诚意出,340,31717元/㎡,玉带园小区,秦淮,3,107.2㎡,南,1992年建造,"['南', '满五年', '近地铁']",南京
燕子矶1号万寿站地铁6号7号证 招商花园城 华润万象天地,379,34405元/㎡,弘阳燕江府,栖霞,3,110.16㎡,南北,2019年建造,"['南北', '满二年', '次新房']",南京
河西奥东板块地铁口莲花南苑大三房性价比超高采光好南北通透,195,21839元/㎡,莲花新城南苑,建邺,3,89.29㎡,南,2013年建造,"['南', '满二年', '近地铁']",南京
好房推荐 正荣润峯 精装三房 品质楼盘 诚心低价卖 看房方便,570,57304元/㎡,正荣润峯,建邺,3,99.47㎡,南北,2018年建造,"['热门小区', '南北通透', '房东急售']",南京
有钥匙 五塘小市 金域中央 精装三房 好楼层 满五年 地铁口,395,35910元/㎡,金域中央街区1,鼓楼,3,110㎡,南北,2010年建造,"['南北', '满五年', '近地铁']",南京
拒绝虚 ，精致装修，居住舒适，采光良好，微风习习,175,20115元/㎡,恒永西苑,雨花台,3,87㎡,南北,2015年建造,"['南北', '人气热搜']",南京
73平 旭光里小区 简单装修 满五 看房方便 有钥匙,220,30026元/㎡,旭光里小区,秦淮,3,73.27㎡,南,1990年建造,"['南', '满五年', '近地铁']",南京
中医药房改房，得房率高，有车位，精装修，双南一北,460,47141元/㎡,杏聚村,鼓楼,3,97.58㎡,南北,2000年建造,"['南北', '满五年', '近地铁']",南京
莲花北苑地铁口，豪华装修三房，中间楼层，采光刺眼,208,23637元/㎡,莲花新城北苑,建邺,3,88㎡,南,2018年建造,"['南', '满五年', '近地铁', '次新房']",南京
五矿晏山居 花园洋房一楼前后院子 带地暖 中央空调 采光足,570,67793元/㎡,五矿晏山居,玄武,3,84.08㎡,南北,2016年建造,"['南北', '满五年', '近地铁']",南京
新街口省中医院市妇幼旁 天妃巷 二楼 三房 精装 采光好,218.9,35304元/㎡,天妃巷小区,秦淮,3,62㎡,南北,1990年建造,"['南北', '满五年', '近地铁', '多人关注']",南京
满五 住房 南北通透 悦恒君铂国际 2室1厅 看房方便 有,255,31079元/㎡,悦恒君铂国际,江宁,2,82.05㎡,南北,2012年建造,"['南北', '满二年', '近地铁']",南京
南北通透 3室2厅 电梯房 精装修 100平 满二 房东急置,335,33417元/㎡,中海燕矶听潮C区,栖霞,3,100.25㎡,南北,2019年建造,"['南北', '满二年', '车位充足']",南京
新上好房，左邻右里二室二厅，秦淮河边，一线江景房,239,27380元/㎡,左邻右里,江宁,2,87.29㎡,南,2004年建造,"['南', '满五年', '近地铁']",南京
威尼斯19街区 精装大三房 南北通透 中上楼层 次新小区,200,18027元/㎡,威尼斯水城第十九街区,浦口,3,110.95㎡,南北,2020年建造,"['南北', '满二年', '次新房', '多人关注']",南京
带电梯 多层洋房 新空毛坯 边户全明 满5年 有钥匙 价可谈,305,26785元/㎡,翠屏国际城广场苑,江宁,3,113.87㎡,南北,2012年建造,"['南北', '满五年', '近地铁', '绿化率高']",南京
中楼层 来凤 仙鹤 好出租 太平苑 业主好说话,143,27914元/㎡,太平雅苑,秦淮,2,51.23㎡,南,1997年建造,"['南', '热门小区', '配套成熟', '价格优惠']",南京
南京南站 四条地铁环绕 去哪儿都方便 来电有优惠,50,12500元/㎡,绿地之窗,雨花台,2,40㎡,南北,2019年建造,"['南北', '满二年', '近地铁', '车位充足']",南京
莱蒙水榭阳光 楼栋楼层好 精装自住 满五 诚售,258,28989元/㎡,莱蒙水榭阳光,雨花台,3,89㎡,南,2016年建造,"['南', '满五年', '车位充足']",南京
万达西地好房必卖 空调有暖气 万达西地 暖色系温馨大两房,360,41012元/㎡,万达西地,建邺,2,87.78㎡,南北,2000年建造,"['南北', '满二年', '近地铁']",南京
南北通透 94平 满五 电梯房 精装修 看房方便 有钥匙,165,17529元/㎡,浦泰和天下(三期),浦口,3,94.13㎡,南北,2016年建造,"['南北', '满五年', '近地铁', '车位充足']",南京
雄州房主狂甩高品质好房精装修132万元多层127平,132,10338元/㎡,德邑花园,六合,3,127.69㎡,南北,2012年建造,"['热门小区', '南北通透', '配套成熟']",南京
燕子矶新城次新房地铁口中央空调带地暖 30平大露台,290,32955元/㎡,海赋尚城一期,栖霞,3,88㎡,南,2017年建造,"['南', '满二年']",南京
南邮广场 诚品城 200多万买三房 家门口 边户,214,23386元/㎡,学仕风华苑,栖霞,3,91.51㎡,南北,2008年建造,"['南北', '满二年', '次新房']",南京
急售 科利华 一楼带院子 台城花园 百子亭后 双南精装 拎包,338,49706元/㎡,峨嵋路小区,玄武,2,68㎡,南北,1992年建造,"['南北', '满五年', '近地铁']",南京
业主房子已买！降价30万急售！采光视野不挡 保养好 看房随时,420,50603元/㎡,五矿崇文金城,建邺,2,83㎡,南北,2018年建造,"['南北', '满二年', '近地铁', '次新房']",南京
真实在售 汉中门大街凤凰三村 双南全明户型 紧靠地铁超市配套,255,37550元/㎡,凤凰三村,鼓楼,3,67.91㎡,南北,1994年建造,"['南北', '满五年', '近地铁', '车位充足']",南京
急售，恒安嘉园149.00平355万3室2厅2卫，出行方便，,348,23356元/㎡,恒安嘉园,江宁,3,149㎡,南北,2008年建造,"['南北', '满五年', '近地铁']",南京
房源采光好，南北通透，业主诚意出,220,24720元/㎡,莲花新城嘉园,建邺,3,89㎡,南,2013年建造,"['南', '满二年', '近地铁']",南京
房东挂价八十一万卖 系统限制价格不让发 两卫户型,95,10568元/㎡,馨怡嘉园,溧水,2,89.9㎡,南北,2015年建造,"['南北', '近地铁', '配套成熟', '价格优惠']",南京
南北通透 2室1厅 东井村3号小区,150,26256元/㎡,东井村3号小区,鼓楼,2,57.13㎡,南北,2000年建造,"['南北', '有电梯', '近地铁']",南京
北京城建西华龙樾复式精装三房50万 南北通透 全明诚售 急急,355,35500元/㎡,西华龙樾,浦口,3,100㎡,南北,2020年建造,"['南北', '满二年', '近地铁', '次新房']",南京
4.8米挑高公寓！现房！民用水电！可精装可毛坯！文鼎广场旁,52,13000元/㎡,中粮悦天地公寓,江宁,2,40㎡,南北,2020年建造,"['南北', '满二年', '近地铁', '次新房']",南京
房源采光好，南北通透，业主诚意出,180,22500元/㎡,幕府山庄,栖霞,3,80㎡,南北,2000年建造,"['南北', '满五年']",南京
房源娃 二十九中不后悔采光好，南北通透，业主诚意出,440,68622元/㎡,清凉山庄,鼓楼,3,64.12㎡,南北,1992年建造,"['南北', '满五年', '近地铁']",南京
有钥匙 南北三房 户型方正 铁心桥翠岭银河 位置好 降价急售,200,22472元/㎡,翠岭银河,雨花台,3,89㎡,南,2009年建造,"['南', '满五年', '近地铁', '绿化率高']",南京
管家式服务 万科璞悦山精装三房一楼带前后院子 看房方便,260,31097元/㎡,万科璞悦山,浦口,3,83.61㎡,南北,2018年建造,"['南北', '满二年', '次新房']",南京
房源采光好，南北通透，业主诚意出,245,26221元/㎡,大华锦绣华城香榭美颂,浦口,2,93.44㎡,南,2012年建造,"['南', '满五年', '绿化率高']",南京
急卖 急卖降价26万 恒温恒湿 高科技房 交通方便 双地铁,428,36473元/㎡,保利朗诗蔚蓝,栖霞,3,117.35㎡,南北,2020年建造,"['南北', '满二年', '近地铁', '次新房']",南京
弓箭坊高层住宅小区68.04平220万2室1厅1卫,220,32334元/㎡,弓箭坊高层住宅小区,秦淮,2,68.04㎡,北,1999年建造,"['北', '满五年', '近地铁']",南京
急售 燕子矶万寿双地铁口 青秀城 次新房 招商花园城旁 急售,303,34421元/㎡,中铁青秀城,栖霞,3,88.03㎡,南北,2000年建造,"['南北', '有电梯']",南京
百家湖地铁口 高档小区 南航旁 北中 中航樾府精装三房双卫,338,34685元/㎡,中航樾府,江宁,3,97.45㎡,南,2000年建造,"['南', '满二年', '近地铁']",南京
急售 燕子矶67号线地铁口 招商花园城旁 海赋尚城 南师,335,34184元/㎡,海赋尚城二期,栖霞,3,98㎡,南北,2000年建造,"['热门小区', '南北通透', '配套成熟']",南京
燕子矶核心区 三地铁环绕 央企保利 南外仙林 热销前三有优惠,320,32324元/㎡,保利·燕璟和颂,栖霞,3,99㎡,南,,['车位充足'],南京
万寿双地铁口精装三房全明户型南北通透配套完善交通方便业主急售,298,33988元/㎡,招商1872依云华府,栖霞,3,87.68㎡,南,2019年建造,"['南', '满二年', '次新房']",南京
楼层 满二 精装修带墙暖 朝南 房间外拓,318,32606元/㎡,金地湖城艺境,栖霞,3,97.53㎡,南,2016年建造,"['南', '热门小区', '近地铁', '配套成熟']",南京
天润城第十街区 飞机户三房 精装修 采光充足 近地铁口 急售,162,18000元/㎡,天润城第十街区,浦口,3,90㎡,南北,2012年建造,"['南北', '满五年', '近地铁', '多人关注']",南京
江北核心区 万科花语熙岸 抄底好房 找我团购优惠,336,34640元/㎡,中铁建·万科花语熙岸,浦口,3,97㎡,南,,"['南北通透', '厨卫全明', '动静分离', '车位充足']",南京
南北通透 86平 莱蒙水榭阳光 精装修 居家自住 保养好,245,28243元/㎡,莱蒙水榭阳光,雨花台,3,86.75㎡,南北,2016年建造,"['南北', '热门小区', '配套成熟', '价格优惠']",南京
急售 燕子矶万寿双地铁口 青秀城 次新房 招商花园城旁 急售,298,33853元/㎡,中铁青秀城,栖霞,3,88.03㎡,南,2016年建造,"['南', '热门小区', '稀缺户型', '随时可看']",南京
降价40万 南部新城 多层洋房 豪华装修 6号线地铁 户型好,189,30994元/㎡,龙苑新寓一村,秦淮,2,60.98㎡,南北,1998年建造,"['南北通透', '满五', '房东急售']",南京
银城东苑中心位置 中高楼层 紫金山住宅 理工不占用 低价急售,598,45304元/㎡,银城东苑,玄武,3,132㎡,南北,2006年建造,"['南北', '配套成熟', '满五', '房东急售']",南京
央企保利燕核CBD门户标杆产品，双地铁，私享会所，公园大盘,287,32248元/㎡,保利·燕璟和颂,栖霞,3,89㎡,南,,['车位充足'],南京
天润城16街区北区 2室2厅 163万元 精装,163,18132元/㎡,天润城十六街区(北区),浦口,2,89.9㎡,南北,2016年建造,"['南北', '满二年', '近地铁']",南京
迈皋桥二十九中旁金浦御龙湾全明边户南北通透业主急售,287,32259元/㎡,金浦御龙湾H区,栖霞,3,88.97㎡,南,2018年建造,"['南', '满二年', '次新房', '多人关注']",南京
真 迈皋桥燕子矶1号线地铁口 融创中海旁 南师附中 非顶楼,362,32910元/㎡,弘阳燕江府,栖霞,3,110㎡,南北,2016年建造,"['南北', '有电梯']",南京
新上捡漏 业主换房急售 南北通透 价格空间大 带车位,65,7927元/㎡,仙林悦城,南京周边,3,82㎡,南北,2019年建造,"['南北', '热门小区', '价格优惠', '房东急售']",南京
地铁口江雁依山郡新出收证 一楼带平台大两房业主诚心降价急售,310,35633元/㎡,江雁依山郡,鼓楼,2,87㎡,南,2000年建造,"['南', '近地铁']",南京
玄武湖畔 中央门小市地铁口 满五 精装3室 地下室有钥匙,260,33402元/㎡,泰和园,鼓楼,3,77.84㎡,南北,2004年建造,"['热门小区', '南北通透', '配套成熟']",南京
燕子矶 中海燕矶听潮C区 满二 精装修4室2厅两卫 急售急,435,33985元/㎡,中海燕矶听潮C区,栖霞,4,128㎡,南,2021年建造,"['南', '满二年', '车位充足']",南京
高档小区，新出楼盘，品质好房，值得购买，有折扣优惠，先到先得,264,22957元/㎡,苏宁环球·荣锦瑞府,浦口,3,115㎡,南,,"['大户型', '多轨交', '高绿化率']",南京
精装修 2室1厅 82平 天元城 朝南 楼层好 视野无遮挡,234,28320元/㎡,天元城,江宁,2,82.63㎡,南,2007年建造,"['南', '热门小区', '近地铁', '房东急售']",南京
丁家庄 燕舞园 满五 3室 电梯房 诚心出售 价格可议,175,19969元/㎡,燕舞园,栖霞,3,87.64㎡,南,2013年建造,"['南', '满五年', '多人关注']",南京
经理推荐，115万可售，欢迎咨询,125,13889元/㎡,麒麟紫荆城泉水苑,江宁,3,90㎡,南北,2016年建造,"['南北', '配套成熟', '稀缺户型', '房东急售']",南京
地铁口 中海燕矶听潮C区 精装修 满二 朝南 房东急置换,335,33169元/㎡,中海燕矶听潮C区,栖霞,3,101㎡,南,2020年建造,"['南', '热门小区', '满五', '随时可看']",南京
鼓楼金陵小区.中冶锦绣和轩优惠多多,332,40000元/㎡,中冶·锦绣和轩,鼓楼,2,83㎡,南,,[],南京
"急需用钱,便宜出售南北通透 3房 随时看房看中好谈 急卖",425,48857元/㎡,佳和园,鼓楼,3,86.99㎡,南北,2018年建造,"['南北', '满二年', '近地铁', '次新房']",南京
急售婚装30万 带车位 仙林悦城 南北通透 随时看房,65,7927元/㎡,仙林悦城,南京周边,3,82㎡,南,2020年建造,"['南', '满五年', '绿化率高', '多人关注']",南京
双地铁 西边户楼层佳 随时看房 业主忍痛 价格可聊,335,31426元/㎡,中铁青秀城,栖霞,3,106.6㎡,南,2016年建造,"['南', '满二年']",南京
新街口核心 地铁口 顶奢商圈 特惠19万 七恒科技 豪宅公寓,318,53000元/㎡,香港置地·金陵中環,秦淮,1,60㎡,南北,,['多轨交'],南京
贾西地铁口 精装三房 精装交付 带地暖 中高楼层,370,42529元/㎡,龙湖天钜,雨花台,3,87㎡,南北,2019年建造,"['南北', '满二年', '近地铁', '车位充足']",南京
3室2厅 电梯洋房 二次居家精装 拎包可入住 价格可谈,161.6,17377元/㎡,南京碧桂园浅山苑,滨江开发区,3,93㎡,南北,2018年建造,"['南北', '热门小区', '稀缺户型', '价格优惠']",南京
莉湖春晓三室两厅，全屋精装，采光好，小区环境舒适,116,13173元/㎡,荣盛莉湖春晓,六合,3,88.06㎡,南北,2016年建造,"['南北', '满二年', '近地铁']",南京
房源采光好，南北通透，业主诚意出,170,20128元/㎡,明发浦泰梦幻家,雨花台,3,84.46㎡,南,2017年建造,"['南', '配套成熟', '价格优惠', '房东急售']",南京
江北新区 核中核 精装 三房 倒挂楼盘 地铁沿线,418,39810元/㎡,保利扬子萃云台,浦口,3,105㎡,南,,"['大阳台', '双卫生间', '主卧朝南', '车位充足']",南京
急售好房 南北通透 装修保养好 拎包入住 采光刺眼 雨润大街,385,49480元/㎡,和府奥园,建邺,2,77.81㎡,南,2013年建造,"['南', '近地铁', '南北通透', '满五']",南京
仁恒物业！月牙湖畔！中间楼层三开间朝南！得房率高！好房随时看,460,38108元/㎡,梅花山庄,秦淮,3,120.71㎡,南北,1998年建造,"['南北', '满五年', '近地铁', '绿化率高']",南京
宋都南郡 和昌湾景 富力尚悦居 精装三房 满2年 业主急售,205,23125元/㎡,宋都南郡(南区),雨花台,3,88.65㎡,南,2015年建造,"['南', '满二年']",南京
中粮悦天地公寓 精装修 挑高现房 看房方便 有钥匙,49,12250元/㎡,中粮悦天地公寓,江宁,2,40㎡,南北,2019年建造,"['南北', '热门小区', '近地铁', '配套成熟']",南京
正南 2室1厅 企业力荐好房诚意出售,129,19546元/㎡,凤悦北园,栖霞,2,66㎡,南,1999年建造,"['南', '热门小区', '南北通透', '配套成熟']",南京
新出！ 威尼斯水城第十街区带阁楼带露台,128,14713元/㎡,威尼斯水城第十街区,浦口,3,87㎡,南北,2012年建造,"['南北通透', '稀缺户型', '公摊小']",南京
南京 雨核软件谷 S3地铁口 精装修大三房 房东急售 有钥匙,350,38889元/㎡,龙湖天钜,雨花台,3,90㎡,南北,2020年建造,"['南北', '满二年', '近地铁', '车位充足']",南京
江核前湾 中海观江樾 330W 特惠房源 大悦城地铁口,376,34182元/㎡,中海观江樾,浦口,3,110㎡,南,,"['大户型', '车位充足']",南京
银城东苑精装三房两房的价格买三房南北通透有钥匙看房随时方便,598,45625元/㎡,银城东苑,玄武,3,131.07㎡,南北,2005年建造,"['南北', '热门小区', '稀缺户型', '房东急售']",南京
精装修 金科博翠花园 朝南 3室2厅 满二 楼层好 视野无遮,386,40209元/㎡,金科博翠花园,栖霞,3,96㎡,南,2020年建造,"['南', '热门小区', '价格优惠', '随时可看']",南京
代理房源 不临街 价你定欢迎咨询 价比好房 中层精装双南,215,31976元/㎡,云谷山庄,鼓楼,2,67.24㎡,南北,2012年建造,"['南北', '热门小区', '稀缺户型', '价格优惠']",南京
中垠 小区中间不临街 双南三房 满两年,288,33303元/㎡,中垠紫金观邸,栖霞,3,86.48㎡,南北,2019年建造,"['南北', '满二年', '近地铁', '车位充足']",南京
雨花核心区 软件谷 码农 双地铁 免费专车接 有团购优惠,363,40787元/㎡,保利合肥城建·凤起云台,雨花台,3,89㎡,南,,"['大阳台', '户型方正', '轨交房', '车位充足']",南京
高科荣境二期 高质量品质小区 人车分流 金中金小 双地铁,468,50274元/㎡,高科荣境2期,栖霞,3,93.09㎡,南,2015年建造,"['南', '满二年', '近地铁']",南京
急售 尚书云邸 电梯房 2室 简单装修 诚心出售,269,31280元/㎡,尚书云邸,江宁,2,86㎡,南北,2017年建造,"['南北', '满二年']",南京
朗诗未来街区 精装修三房 南北通透 全新未住 风景优美,170,19102元/㎡,朗诗未来街区(西区),浦口,3,89㎡,南北,2015年建造,"['南北', '热门小区', '房东急售']",南京
铁建大悦城联合打造，双地铁环绕，紧靠核心区域,320,30477元/㎡,天悦风华,浦口,3,105㎡,南,,['车位充足'],南京
高科荣境2期 金中 金小 电梯房 双地铁,419,45059元/㎡,高科荣境2期,栖霞,3,92.99㎡,南,2015年建造,"['南', '满五年', '近地铁']",南京
交通便利 业主诚心出售 周围设施齐全 挥泪出售,232,35264元/㎡,武定新村,秦淮,2,65.79㎡,南北,1995年建造,"['南北', '热门小区', '稀缺户型', '满五']",南京
急售 万寿6 7号线地铁口 招商1872 精装 出门地铁,253,32935元/㎡,招商1872依云华府,栖霞,2,76.82㎡,南,2000年建造,"['南', '有电梯']",南京
高新地铁口 浦外旁 弘阳时光里 全新精装3房 南北通透户型,210,22827元/㎡,弘阳时光里一期,浦口,3,92㎡,南北,2015年建造,"['南北', '满二年', '近地铁', '次新房']",南京
金陵星图 精装三房 配套成熟 找我看房有折扣 看房接 青奥,334,29558元/㎡,金陵星图,浦口,3,113㎡,南,,"['南北通透', '大阳台', '双卫生间']",南京
滨江新城 时光印象 精装出售 家电设施齐全 随时看房价格可谈,140,15713元/㎡,弘阳禹洲时光印象,滨江开发区,3,89.1㎡,南,2019年建造,"['南', '热门小区', '近地铁', '房东急售']",南京
秦虹小区 武定新村 三房 价格可谈 房主诚心售,162,24624元/㎡,武定新村,秦淮,3,65.79㎡,南,1989年建造,"['南', '热门小区', '南北通透', '满五']",南京
时光里二期 婚装两房 基本未入住 全天采光 大开 视野,140,22454元/㎡,弘阳时光里二期,浦口,2,62.35㎡,南北,2017年建造,"['南北', '满五年', '近地铁', '次新房']",南京
精装30万 全新未入住 低总价湖景房！带车位 满五,280,29167元/㎡,万达茂御湖仕家三期,栖霞,3,96㎡,南,2017年建造,"['南', '热门小区', '近地铁', '房东急售']",南京
陶苑 满五 正南 2室2厅，性价比高，价格可谈,158,19037元/㎡,陶苑,江宁,2,83㎡,南,2009年建造,"['南', '配套成熟', '房东急售', '随时可看']",南京
满五 正南 2室2厅 银城东苑 精装修,410,41360元/㎡,银城东苑,玄武,2,99.13㎡,南,2008年建造,"['南', '热门小区', '南北通透', '配套成熟']",南京
正南 5室3厅 银河湾卓苑 精装修,176,19131元/㎡,银河湾卓苑,栖霞,5,92㎡,南,2015年建造,"['南', '稀缺户型', '房东急售', '随时可看']",南京
武定门现房 底跃带院子 秦淮河畔 来电有优惠,396,30000元/㎡,中冶锦绣珑湾,建邺,4,132㎡,南北,,"['大户型', '轨交房', '低容积']",南京
国熙台二期 精装三房 中间楼层 低总价 虹悦城旁 急售,305,31771元/㎡,中建国熙台二期,浦口,3,96㎡,南北,2020年建造,"['南北', '满二年', '近地铁', '车位充足']",南京
总价110万 精装交付 配套完善 近万达欢乐港商业 地铁口,129.4,14764元/㎡,保利观棠和府,六合,3,87.65㎡,南北,2020年建造,"['南北', '满二年', '近地铁', '车位充足']",南京
恒大滨江 开发商精装 近地铁 满两年 楼层好 价格好 采光好,355,40132元/㎡,恒大滨江,鼓楼,2,88.46㎡,南,2020年建造,"['南', '热门小区', '近地铁', '房东急售']",南京
业主诚售燕江新城燕归苑双南两房配套齐全楼层好采光佳看房随时,120,17143元/㎡,燕江新城燕归苑,栖霞,2,70㎡,南,2017年建造,"['南', '有电梯']",南京
来电有优惠 江北新区 精装低密度洋房 现房 即住,336,28000元/㎡,金隅紫京叠院(新房),浦口,3,120㎡,南,,"['南北通透', '双卫生间', '低容积']",南京
朗诗未来街区(东区) 电梯房 满五 住房 74平 房东急置,155,20938元/㎡,朗诗未来街区(东区),浦口,3,74.03㎡,南北,2017年建造,"['南北', '满五年', '近地铁']",南京
抢 捡漏房 新城双本 总监推荐 中高楼层 采光刺眼 保养好,545,58634元/㎡,万科光明城市西苑,建邺,2,92.95㎡,南,2009年建造,"['南', '满五年', '近地铁', '车位充足']",南京
燕子矶中海燕矶听潮满2中层 品质小区 南师附中附小 急售,370,36927元/㎡,中海燕矶听潮C区,栖霞,3,100.2㎡,南,2021年建造,"['南', '满五年', '车位充足']",南京
一线江景 燕矶核心 5套内部高管保留房 团购优惠 详情请私聊,344,36990元/㎡,宝能滨江府(新房),栖霞,3,93㎡,南,,"['南北通透', '厨卫全明', '双阳台', '车位充足']",南京
桥林上江府靠近地铁口俩房 房主诚心急售 低价76万 好楼层,83,10375元/㎡,康居上江府,浦口,2,80㎡,南,2019年建造,"['南', '近地铁', '次新房']",南京
南北通透 精装修 2室2厅 满五 住房 楼层好 视野无遮挡,162,18236元/㎡,威尼斯水城第十九街区,浦口,2,88.84㎡,南北,2019年建造,"['南北', '热门小区', '近地铁', '新上小区']",南京
精装修 地铁口 莲花北苑 南北通透 采光好 周边商圈成,193,21932元/㎡,莲花新城北苑,建邺,3,88㎡,南北,2009年建造,"['南北', '有电梯', '近地铁', '多人关注']",南京
满五 精装修 3室2厅 中航樾公馆 南北通透 楼层好,209,23672元/㎡,中航樾公馆,江宁,3,88.29㎡,南北,2017年建造,"['南北', '满五年', '近地铁', '绿化率高']",南京
特价房 龙湖天曜 精装修三房 龙湖天街旁 看房随时 车接车,340,29566元/㎡,龙湖天曜城,浦口,3,115㎡,南,,"['大户型', '轨交房', '车位充足']",南京
西桥花苑 精装三房 低楼层 正规小区 地铁旁 业主诚售,395,46824元/㎡,西桥花苑,鼓楼,3,84.36㎡,南,1996年建造,"['南', '满五年', '近地铁']",南京
迈皋桥二十九中旁金浦御龙湾全明边户南北通透业主急售,270,30327元/㎡,金浦御龙湾FG区,栖霞,2,89.03㎡,南,2017年建造,"['南', '有电梯', '近地铁', '车位充足']",南京
2楼 采光不挡 不占 朋友的房子 欢迎咨询底价,350,52263元/㎡,王府园小区,秦淮,2,66.97㎡,南,2000年建造,"['南', '满二年', '近地铁']",南京
拼速度 海峡城 满五年 无贷款 不占 快点抢吧 错过没了,332,43168元/㎡,海峡城云珑湾,建邺,2,76.91㎡,南北,2015年建造,"['南北', '热门小区', '价格优惠', '房东急售']",南京
馨选好房~燕子矶 晓庄万寿 绿城东方兰园 中铁青秀城 次顶,369,29881元/㎡,中铁青秀城,栖霞,3,123.49㎡,南,2016年建造,"['南', '满二年']",南京
限高出台 挑高公寓 以后再无 赶紧下手 拥有即,49,12250元/㎡,中粮悦天地公寓,江宁,2,40㎡,南北,2020年建造,"['南北', '满二年', '近地铁', '次新房']",南京
房源采光好，南北通透，业主诚意出,122,14510元/㎡,朗诗未来家,滨江开发区,3,84.08㎡,南,2014年建造,"['南', '满五年']",南京
